time	signal1	signal2	signal3	subtracted1	subtracted2	subtracted3	nornmalized1	nornmalized2	nornmalized3
0.275	0.02019	-0.14616	0.07033	0.23057	0.24155	0.17821	0.00151	0.02160	0.08414
0.286	0.01624	-0.14342	0.06806	0.22766	0.22792	0.17423	0.00150	0.02145	0.08399
0.297	0.01436	-0.15091	0.06968	0.22889	0.19911	0.17510	0.00150	0.02115	0.08402
0.308	0.01396	-0.15374	0.06612	0.23235	0.19266	0.18291	0.00151	0.02108	0.08432
0.319	0.01124	-0.15948	0.06598	0.23392	0.18810	0.18362	0.00152	0.02103	0.08435
0.330	0.00983	-0.16124	0.06586	0.23447	0.17893	0.17689	0.00152	0.02094	0.08409
0.341	0.00915	-0.15062	0.06405	0.23529	0.19513	0.16854	0.00152	0.02111	0.08377
0.352	0.00853	-0.15181	0.06174	0.23607	0.19971	0.16844	0.00152	0.02116	0.08376
0.363	0.01076	-0.16859	0.05972	0.23684	0.17438	0.16843	0.00152	0.02089	0.08376
0.374	0.01271	-0.17848	0.06079	0.23690	0.17263	0.16332	0.00152	0.02087	0.08357
0.385	0.01286	-0.16460	0.06383	0.23950	0.20009	0.16314	0.00153	0.02116	0.08356
0.396	0.01069	-0.15926	0.06600	0.24210	0.20184	0.16318	0.00154	0.02118	0.08356
0.407	0.00866	-0.16388	0.06535	0.24242	0.19119	0.16118	0.00154	0.02107	0.08348
0.418	0.00856	-0.15455	0.06910	0.24237	0.19778	0.17231	0.00154	0.02114	0.08391
0.429	0.00966	-0.15184	0.07252	0.24397	0.20864	0.18300	0.00154	0.02125	0.08432
0.440	0.01147	-0.15325	0.06693	0.24840	0.21608	0.17343	0.00155	0.02133	0.08396
0.451	0.01018	-0.15846	0.06527	0.24798	0.20677	0.16831	0.00155	0.02123	0.08376
0.462	0.01148	-0.16489	0.06721	0.24858	0.20069	0.17842	0.00155	0.02117	0.08415
0.473	0.01251	-0.17445	0.05689	0.24855	0.19307	0.17175	0.00155	0.02109	0.08389
0.484	0.01251	-0.16268	0.05114	0.24729	0.19129	0.15597	0.00155	0.02107	0.08328
0.495	0.00991	-0.16555	0.05589	0.24618	0.18877	0.16802	0.00155	0.02104	0.08375
0.506	0.00800	-0.17178	0.05571	0.24480	0.18646	0.17577	0.00154	0.02102	0.08405
0.517	0.01110	-0.16994	0.05546	0.24670	0.19139	0.17096	0.00155	0.02107	0.08386
0.528	0.01361	-0.17108	0.05702	0.24538	0.17363	0.16724	0.00154	0.02088	0.08372
0.539	0.01279	-0.16703	0.04986	0.24218	0.16772	0.15870	0.00154	0.02082	0.08339
0.550	0.01185	-0.14964	0.04664	0.24236	0.18505	0.15226	0.00154	0.02100	0.08314
0.561	0.01195	-0.14443	0.05325	0.24221	0.19290	0.14840	0.00154	0.02108	0.08299
0.572	0.00780	-0.14787	0.06248	0.23996	0.20389	0.14599	0.00153	0.02120	0.08290
0.583	0.00527	-0.14324	0.06522	0.23836	0.20148	0.13720	0.00153	0.02117	0.08256
0.594	0.00358	-0.14696	0.06272	0.23614	0.18833	0.13187	0.00152	0.02104	0.08236
0.605	0.00498	-0.15807	0.05928	0.23702	0.18096	0.13137	0.00152	0.02096	0.08234
0.616	0.00488	-0.16917	0.04899	0.23735	0.17488	0.13458	0.00152	0.02089	0.08246
0.627	0.00741	-0.16375	0.05600	0.23847	0.17330	0.15144	0.00153	0.02088	0.08311
0.638	0.01154	-0.14983	0.05779	0.24085	0.18759	0.15766	0.00153	0.02103	0.08335
0.649	0.00956	-0.13730	0.06527	0.24102	0.20469	0.15937	0.00153	0.02121	0.08342
0.660	0.00636	-0.13021	0.06281	0.24003	0.21402	0.16301	0.00153	0.02131	0.08356
0.671	0.00865	-0.11585	0.05917	0.24239	0.23440	0.16732	0.00154	0.02152	0.08372
0.682	0.00929	-0.11240	0.07039	0.24509	0.23207	0.18231	0.00154	0.02150	0.08430
0.693	0.01345	-0.12828	0.07849	0.24950	0.21124	0.19559	0.00155	0.02128	0.08481
0.704	0.01477	-0.15145	0.06585	0.24780	0.19748	0.19847	0.00155	0.02113	0.08492
0.715	0.01378	-0.16016	0.05649	0.24989	0.18542	0.17962	0.00155	0.02100	0.08419
0.726	0.01412	-0.17730	0.05964	0.25008	0.18092	0.18067	0.00156	0.02096	0.08423
0.737	0.01195	-0.19009	0.05729	0.24615	0.18991	0.18513	0.00155	0.02105	0.08441
0.748	0.01116	-0.18953	0.03885	0.24106	0.18750	0.17518	0.00153	0.02103	0.08402
0.759	0.01506	-0.18501	0.02518	0.24357	0.17905	0.14752	0.00154	0.02094	0.08296
0.770	0.01926	-0.17560	0.02674	0.24749	0.17956	0.14626	0.00155	0.02094	0.08291
0.781	0.01936	-0.17957	0.04054	0.24679	0.17203	0.16315	0.00155	0.02086	0.08356
0.792	0.01973	-0.18303	0.05201	0.24685	0.17644	0.17801	0.00155	0.02091	0.08413
0.803	0.02113	-0.19047	0.05231	0.25007	0.16649	0.17852	0.00156	0.02081	0.08415
0.814	0.02152	-0.18143	0.05375	0.24976	0.16381	0.16097	0.00155	0.02078	0.08348
0.825	0.02321	-0.18659	0.06466	0.24805	0.15550	0.16247	0.00155	0.02069	0.08353
0.836	0.02328	-0.19086	0.06636	0.24533	0.14783	0.16902	0.00154	0.02061	0.08379
0.847	0.02234	-0.16943	0.06191	0.24606	0.17443	0.17091	0.00155	0.02089	0.08386
0.858	0.02069	-0.15903	0.05546	0.24580	0.18325	0.17740	0.00154	0.02098	0.08411
0.869	0.01889	-0.15024	0.06167	0.24446	0.19985	0.19090	0.00154	0.02116	0.08463
0.880	0.01805	-0.15500	0.06102	0.24480	0.20373	0.19452	0.00154	0.02120	0.08477
0.891	0.01783	-0.16225	0.05251	0.24525	0.18888	0.18718	0.00154	0.02104	0.08448
0.902	0.01776	-0.16799	0.05980	0.23985	0.18507	0.18899	0.00153	0.02100	0.08455
0.913	0.01871	-0.17054	0.06646	0.23930	0.18547	0.18211	0.00153	0.02101	0.08429
0.924	0.01992	-0.17783	0.06970	0.24105	0.17854	0.17531	0.00153	0.02093	0.08403
0.935	0.01976	-0.15701	0.06556	0.24297	0.20623	0.17945	0.00154	0.02122	0.08419
0.946	0.02139	-0.14606	0.07027	0.24561	0.19453	0.18462	0.00154	0.02110	0.08439
0.957	0.02291	-0.14533	0.07498	0.24626	0.19016	0.20174	0.00155	0.02105	0.08504
0.968	0.02408	-0.14395	0.07180	0.24625	0.19616	0.20198	0.00155	0.02112	0.08505
0.979	0.02480	-0.14199	0.06722	0.24653	0.20674	0.19253	0.00155	0.02123	0.08469
0.990	0.02276	-0.14337	0.06181	0.24400	0.21660	0.18919	0.00154	0.02133	0.08456
1.001	0.02088	-0.14238	0.05510	0.24201	0.23129	0.18321	0.00154	0.02149	0.08433
1.012	0.02190	-0.14291	0.05372	0.24323	0.21662	0.18023	0.00154	0.02133	0.08422
1.023	0.02445	-0.15309	0.05408	0.24496	0.17796	0.17942	0.00154	0.02093	0.08419
1.034	0.02650	-0.16293	0.05459	0.24696	0.16928	0.18364	0.00155	0.02083	0.08435
1.045	0.02686	-0.16575	0.05075	0.24558	0.18616	0.18113	0.00154	0.02101	0.08425
1.056	0.02653	-0.16009	0.04127	0.24225	0.19832	0.16764	0.00154	0.02114	0.08373
1.067	0.02557	-0.14950	0.04322	0.23971	0.20340	0.16545	0.00153	0.02119	0.08365
1.078	0.02421	-0.15161	0.04856	0.23875	0.19799	0.17009	0.00153	0.02114	0.08383
1.089	0.02472	-0.15460	0.04663	0.24057	0.19421	0.16447	0.00153	0.02110	0.08361
1.100	0.02604	-0.15415	0.05273	0.24154	0.19702	0.16565	0.00153	0.02113	0.08366
1.111	0.02570	-0.15077	0.05509	0.23940	0.21492	0.16774	0.00153	0.02132	0.08374
1.122	0.02509	-0.14115	0.05358	0.23776	0.23594	0.16223	0.00152	0.02154	0.08353
1.133	0.02688	-0.15799	0.05315	0.24122	0.20780	0.16472	0.00153	0.02124	0.08362
1.144	0.02807	-0.16883	0.03406	0.24302	0.18815	0.15575	0.00154	0.02103	0.08328
1.155	0.02547	-0.16338	0.03141	0.23945	0.20319	0.15362	0.00153	0.02119	0.08319
1.166	0.02442	-0.16751	0.04856	0.23866	0.20740	0.16390	0.00153	0.02124	0.08359
1.177	0.02731	-0.16808	0.04769	0.24106	0.21081	0.15862	0.00153	0.02127	0.08339
1.188	0.03060	-0.15624	0.03770	0.24473	0.22048	0.15022	0.00154	0.02137	0.08306
1.199	0.03189	-0.15619	0.03517	0.24484	0.21221	0.15293	0.00154	0.02129	0.08317
1.210	0.03080	-0.17922	0.03520	0.24319	0.19796	0.14079	0.00154	0.02114	0.08270
1.221	0.03000	-0.18035	0.03029	0.24146	0.20132	0.13749	0.00153	0.02117	0.08257
1.232	0.02985	-0.16963	0.03632	0.24020	0.21447	0.14787	0.00153	0.02131	0.08297
1.243	0.03250	-0.16714	0.03974	0.24488	0.19647	0.16091	0.00154	0.02112	0.08347
1.254	0.03483	-0.16686	0.04416	0.24682	0.19150	0.16260	0.00155	0.02107	0.08354
1.265	0.04171	-0.14993	0.04770	0.25048	0.20546	0.15450	0.00156	0.02122	0.08323
1.276	0.07586	-0.14134	0.05697	0.28214	0.20799	0.14886	0.00163	0.02124	0.08301
1.287	0.20730	-0.15073	0.04537	0.40891	0.16439	0.09008	0.00194	0.02078	0.08075
1.298	0.66732	-0.18723	0.00198	0.85847	0.04073	-0.06134	0.00304	0.01948	0.07493
1.309	1.96875	-0.24614	-0.10489	2.14346	-0.16544	-0.32629	0.00619	0.01731	0.06474
1.320	4.77018	-0.41095	-0.31088	4.92099	-0.49848	-0.73301	0.01299	0.01379	0.04910
1.331	9.30753	-0.62238	-0.54629	9.41643	-0.89044	-1.19770	0.02400	0.00966	0.03123
1.342	15.00470	-0.80587	-0.73865	15.00819	-1.28174	-1.61531	0.03769	0.00553	0.01517
1.353	20.82266	-0.90735	-0.81191	20.59758	-1.58863	-1.88969	0.05138	0.00230	0.00461
1.364	25.75395	-0.90814	-0.75566	25.17615	-1.76587	-2.00967	0.06259	0.00043	0.00000
1.375	29.24380	-0.78961	-0.60785	28.26948	-1.80655	-2.00287	0.07016	0.00000	0.00026
1.386	31.23623	-0.62952	-0.41229	29.90810	-1.76033	-1.91426	0.07418	0.00049	0.00367
1.397	32.00338	-0.45448	-0.23017	30.41402	-1.65913	-1.78679	0.07541	0.00155	0.00857
1.408	31.91587	-0.31306	-0.07283	30.17723	-1.51628	-1.63192	0.07483	0.00306	0.01453
1.419	31.31381	-0.18294	0.05572	29.55359	-1.36119	-1.45519	0.07331	0.00470	0.02132
1.430	30.45129	-0.09119	0.15995	28.80473	-1.19688	-1.25575	0.07147	0.00643	0.02899
1.441	29.47033	-0.02575	0.22821	28.04651	-1.02008	-1.06527	0.06962	0.00829	0.03632
1.452	28.46575	0.02630	0.27314	27.33012	-0.83411	-0.87470	0.06786	0.01025	0.04365
1.463	27.46508	0.06982	0.31438	26.63969	-0.63296	-0.67678	0.06617	0.01238	0.05126
1.474	26.47449	0.11174	0.35413	25.95024	-0.42911	-0.46876	0.06448	0.01452	0.05926
1.485	25.48193	0.13911	0.39355	25.23664	-0.23679	-0.26097	0.06274	0.01655	0.06725
1.496	24.48125	0.17474	0.44920	24.48081	-0.04532	-0.03186	0.06089	0.01857	0.07606
1.507	23.45948	0.21874	0.50258	23.66587	0.15148	0.17709	0.05889	0.02065	0.08410
1.518	22.39295	0.26978	0.57035	22.76672	0.34299	0.40195	0.05669	0.02267	0.09274
1.529	21.26991	0.32885	0.62383	21.77730	0.52789	0.61314	0.05427	0.02462	0.10087
1.540	20.09324	0.39128	0.68096	20.70653	0.69824	0.80292	0.05164	0.02641	0.10816
1.551	18.86566	0.44877	0.74654	19.56166	0.86423	0.99882	0.04884	0.02816	0.11570
1.562	17.60618	0.49946	0.80983	18.36489	1.03649	1.18987	0.04591	0.02998	0.12305
1.573	16.33242	0.54307	0.86235	17.13957	1.21094	1.37458	0.04291	0.03182	0.13015
1.584	15.05880	0.57092	0.88482	15.90343	1.34815	1.50977	0.03988	0.03327	0.13535
1.595	13.81414	0.57602	0.88433	14.68437	1.44524	1.62847	0.03690	0.03429	0.13991
1.606	12.62844	0.55883	0.86032	13.51714	1.52367	1.71522	0.03404	0.03512	0.14325
1.617	11.52918	0.51058	0.79616	12.43124	1.54746	1.73875	0.03138	0.03537	0.14415
1.628	10.53292	0.43387	0.70983	11.44468	1.51511	1.71903	0.02897	0.03503	0.14340
1.639	9.64733	0.32278	0.59140	10.55870	1.45808	1.65058	0.02680	0.03442	0.14076
1.650	8.88628	0.20407	0.44259	9.79093	1.38507	1.53785	0.02492	0.03366	0.13643
1.661	8.23660	0.08414	0.29442	9.13212	1.29206	1.40743	0.02330	0.03267	0.13141
1.672	7.67994	-0.03989	0.15345	8.56115	1.15543	1.25395	0.02191	0.03123	0.12551
1.683	7.19560	-0.16222	0.03212	8.05974	1.00334	1.09457	0.02068	0.02963	0.11938
1.694	6.76745	-0.24785	-0.06144	7.61427	0.87509	0.94283	0.01959	0.02828	0.11355
1.705	6.38378	-0.29366	-0.11668	7.20909	0.78423	0.82091	0.01860	0.02732	0.10886
1.716	6.03446	-0.33518	-0.14544	6.83455	0.61162	0.65642	0.01768	0.02550	0.10253
1.727	5.71074	-0.35257	-0.16391	6.37614	0.33865	0.41210	0.01656	0.02262	0.09313
1.738	5.40614	-0.34557	-0.16390	5.94941	0.24340	0.30223	0.01551	0.02162	0.08891
1.749	5.11907	-0.32041	-0.13280	5.67449	0.30252	0.32711	0.01484	0.02224	0.08987
1.760	4.84899	-0.29374	-0.08001	5.44779	0.32171	0.33973	0.01428	0.02244	0.09035
1.771	4.59072	-0.26668	-0.03015	5.21234	0.31173	0.33770	0.01371	0.02234	0.09027
1.782	4.34495	-0.22118	0.00717	4.97676	0.30563	0.32650	0.01313	0.02227	0.08984
1.793	4.11490	-0.17453	0.05056	4.74841	0.29291	0.31534	0.01257	0.02214	0.08941
1.804	3.90003	-0.13251	0.10287	4.53089	0.28342	0.30787	0.01204	0.02204	0.08913
1.815	3.69787	-0.09328	0.14697	4.32364	0.29151	0.30261	0.01153	0.02212	0.08892
1.826	3.50824	-0.05951	0.17719	4.12633	0.29353	0.29494	0.01105	0.02214	0.08863
1.837	3.33162	-0.03008	0.21364	3.93729	0.28348	0.28821	0.01058	0.02204	0.08837
1.848	3.17134	-0.00366	0.26441	3.76713	0.26427	0.29346	0.01017	0.02184	0.08857
1.859	3.02574	0.02253	0.28974	3.61352	0.26744	0.27914	0.00979	0.02187	0.08802
1.870	2.88615	0.04545	0.30664	3.46396	0.26637	0.25589	0.00942	0.02186	0.08713
1.881	2.75682	0.05875	0.32452	3.32544	0.25006	0.25158	0.00909	0.02169	0.08696
1.892	2.63642	0.07025	0.32359	3.19527	0.24933	0.23277	0.00877	0.02168	0.08624
1.903	2.52401	0.08413	0.32352	3.07818	0.24515	0.21506	0.00848	0.02163	0.08556
1.914	2.42191	0.10036	0.33524	2.97230	0.23405	0.20601	0.00822	0.02152	0.08521
1.925	2.32527	0.10557	0.33281	2.86827	0.22650	0.19294	0.00797	0.02144	0.08471
1.936	2.23318	0.11187	0.33953	2.77081	0.21689	0.19328	0.00773	0.02134	0.08472
1.947	2.15044	0.10916	0.33804	2.68126	0.19552	0.18238	0.00751	0.02111	0.08430
1.958	2.07021	0.09206	0.33506	2.59376	0.16813	0.17108	0.00729	0.02082	0.08387
1.969	1.99163	0.10195	0.34225	2.51201	0.17515	0.16887	0.00709	0.02090	0.08378
1.980	1.91573	0.12028	0.34602	2.43031	0.19641	0.15824	0.00689	0.02112	0.08337
1.991	1.84469	0.12569	0.34969	2.35291	0.19692	0.15583	0.00670	0.02113	0.08328
2.002	1.77864	0.13530	0.36215	2.28344	0.21290	0.15519	0.00653	0.02129	0.08325
2.013	1.71547	0.13626	0.37436	2.21780	0.20824	0.16574	0.00637	0.02125	0.08366
2.024	1.65793	0.13293	0.38073	2.15431	0.18924	0.17823	0.00622	0.02105	0.08414
2.035	1.60066	0.13134	0.37250	2.09343	0.18029	0.17619	0.00607	0.02095	0.08406
2.046	1.54160	0.12907	0.37864	2.03135	0.17304	0.17313	0.00592	0.02087	0.08394
2.057	1.48614	0.12749	0.38128	1.97427	0.17503	0.18113	0.00578	0.02090	0.08425
2.068	1.43503	0.13148	0.36719	1.92339	0.17490	0.16920	0.00565	0.02089	0.08379
2.079	1.38251	0.13996	0.37268	1.86810	0.17216	0.16741	0.00552	0.02087	0.08372
2.090	1.32856	0.13931	0.36903	1.80837	0.18064	0.15304	0.00537	0.02095	0.08317
2.101	1.27947	0.13412	0.38760	1.75590	0.19645	0.17541	0.00524	0.02112	0.08403
2.112	1.22716	0.12788	0.39072	1.69994	0.17855	0.18426	0.00511	0.02093	0.08437
2.123	1.17254	0.14335	0.38250	1.63921	0.20473	0.17001	0.00496	0.02121	0.08382
2.134	1.11518	0.14870	0.38982	1.57703	0.20530	0.17641	0.00480	0.02121	0.08407
2.145	1.05430	0.12227	0.38631	1.50790	0.18102	0.17526	0.00464	0.02096	0.08403
2.156	0.99774	0.10379	0.38404	1.42908	0.17531	0.18177	0.00444	0.02090	0.08428
2.167	0.99150	0.10053	0.35813	1.33617	0.20499	0.20736	0.00421	0.02121	0.08526
2.178	1.10404	0.03069	0.22392	1.27293	0.27260	0.29700	0.00406	0.02192	0.08871
2.189	1.25471	-0.24774	-0.13510	1.27421	0.35706	0.42898	0.00406	0.02281	0.09378
2.200	1.29835	-0.68302	-0.66567	1.29048	0.41770	0.48635	0.00410	0.02345	0.09599
2.211	1.21171	-1.13022	-1.14226	1.26910	0.43016	0.48727	0.00405	0.02359	0.09603
2.222	1.06133	-1.43923	-1.45906	1.21019	0.40046	0.43726	0.00391	0.02327	0.09410
2.233	0.91382	-1.55960	-1.56353	1.13402	0.37843	0.37422	0.00372	0.02304	0.09168
2.244	0.79958	-1.53816	-1.51315	1.05286	0.34781	0.31845	0.00352	0.02272	0.08953
2.255	0.72885	-1.41106	-1.35512	0.98768	0.33516	0.29042	0.00336	0.02258	0.08846
2.266	0.68885	-1.23149	-1.14027	0.93660	0.33149	0.28878	0.00324	0.02255	0.08839
2.277	0.66842	-1.04705	-0.93468	0.89688	0.32056	0.26321	0.00314	0.02243	0.08741
2.288	0.65835	-0.86562	-0.74403	0.86431	0.31292	0.24300	0.00306	0.02235	0.08663
2.299	0.65446	-0.72066	-0.57222	0.84173	0.29351	0.23974	0.00300	0.02214	0.08651
2.310	0.64639	-0.59644	-0.41323	0.81998	0.27140	0.24298	0.00295	0.02191	0.08663
2.321	0.63905	-0.48288	-0.28452	0.80094	0.25988	0.25328	0.00290	0.02179	0.08703
2.332	0.63106	-0.39683	-0.19888	0.78234	0.26952	0.24653	0.00286	0.02189	0.08677
2.343	0.62203	-0.34138	-0.13946	0.76407	0.24740	0.23254	0.00281	0.02166	0.08623
2.354	0.60876	-0.29266	-0.08747	0.74258	0.22509	0.22295	0.00276	0.02142	0.08586
2.365	0.59581	-0.25571	-0.04575	0.72578	0.20371	0.22243	0.00272	0.02120	0.08584
2.376	0.58877	-0.21352	-0.02868	0.71713	0.21482	0.20538	0.00270	0.02132	0.08518
2.387	0.57794	-0.19203	-0.00765	0.70542	0.23074	0.18950	0.00267	0.02148	0.08457
2.398	0.56673	-0.19371	0.01272	0.69299	0.22113	0.18539	0.00264	0.02138	0.08442
2.409	0.55503	-0.20068	0.01806	0.68044	0.19605	0.17693	0.00261	0.02112	0.08409
2.420	0.54377	-0.19660	0.02483	0.66724	0.18521	0.18122	0.00258	0.02100	0.08426
2.431	0.53487	-0.18847	0.03352	0.65853	0.18955	0.17892	0.00256	0.02105	0.08417
2.442	0.52690	-0.19005	0.03743	0.65292	0.18177	0.17741	0.00254	0.02097	0.08411
2.453	0.51819	-0.19474	0.03309	0.64479	0.16604	0.16832	0.00252	0.02080	0.08376
2.464	0.50800	-0.19162	0.03589	0.63678	0.15927	0.16037	0.00250	0.02073	0.08345
2.475	0.49949	-0.18252	0.03745	0.62949	0.16391	0.15769	0.00248	0.02078	0.08335
2.486	0.48986	-0.17273	0.02410	0.61917	0.17285	0.14776	0.00246	0.02087	0.08297
2.497	0.47950	-0.17595	0.01477	0.60847	0.16323	0.14404	0.00243	0.02077	0.08283
2.508	0.47120	-0.19184	0.01915	0.59916	0.13652	0.14458	0.00241	0.02049	0.08285
2.519	0.46339	-0.19222	0.03528	0.59077	0.14315	0.15749	0.00239	0.02056	0.08334
2.530	0.45896	-0.18951	0.04111	0.58657	0.15808	0.15483	0.00238	0.02072	0.08324
2.541	0.45492	-0.18208	0.04474	0.58349	0.15054	0.15494	0.00237	0.02064	0.08325
2.552	0.44681	-0.17491	0.05130	0.57342	0.15192	0.16687	0.00235	0.02065	0.08370
2.563	0.43759	-0.17867	0.04208	0.56289	0.14843	0.15962	0.00232	0.02061	0.08342
2.574	0.43226	-0.16260	0.03041	0.55675	0.16055	0.15147	0.00231	0.02074	0.08311
2.585	0.42810	-0.16014	0.03615	0.55497	0.16390	0.16055	0.00230	0.02078	0.08346
2.596	0.42399	-0.16661	0.04257	0.55335	0.15507	0.16720	0.00230	0.02068	0.08372
2.607	0.41819	-0.15258	0.03694	0.55016	0.15872	0.15824	0.00229	0.02072	0.08337
2.618	0.41303	-0.15350	0.03834	0.54513	0.15260	0.16041	0.00228	0.02066	0.08346
2.629	0.40577	-0.16565	0.05549	0.53645	0.14824	0.18144	0.00226	0.02061	0.08426
2.640	0.39800	-0.16512	0.05972	0.52947	0.15687	0.18741	0.00224	0.02070	0.08449
2.651	0.39386	-0.15840	0.05450	0.52462	0.15832	0.18390	0.00223	0.02072	0.08436
2.662	0.38685	-0.15294	0.05191	0.51691	0.16612	0.18518	0.00221	0.02080	0.08441
2.673	0.38145	-0.16622	0.04011	0.51105	0.16128	0.17713	0.00219	0.02075	0.08410
2.684	0.37563	-0.16868	0.03483	0.50779	0.18524	0.17585	0.00219	0.02100	0.08405
2.695	0.37152	-0.16690	0.03659	0.50167	0.18842	0.17827	0.00217	0.02104	0.08414
2.706	0.36904	-0.16629	0.03383	0.49623	0.17192	0.18272	0.00216	0.02086	0.08431
2.717	0.36468	-0.16561	0.04257	0.49253	0.14931	0.19148	0.00215	0.02062	0.08465
2.728	0.36106	-0.16450	0.05259	0.49056	0.14832	0.20732	0.00214	0.02061	0.08526
2.739	0.35589	-0.16029	0.05700	0.48856	0.15355	0.20586	0.00214	0.02067	0.08520
2.750	0.35290	-0.17054	0.04574	0.48569	0.13990	0.19925	0.00213	0.02052	0.08495
2.761	0.35243	-0.16514	0.05718	0.48137	0.14563	0.21383	0.00212	0.02059	0.08551
2.772	0.34928	-0.15234	0.05702	0.47975	0.16694	0.20970	0.00212	0.02081	0.08535
2.783	0.34402	-0.14661	0.05222	0.47615	0.18882	0.20332	0.00211	0.02104	0.08511
2.794	0.34002	-0.15284	0.04254	0.47607	0.17921	0.19239	0.00211	0.02094	0.08469
2.805	0.33832	-0.15096	0.03338	0.47579	0.17119	0.18861	0.00211	0.02085	0.08454
2.816	0.33584	-0.15338	0.03310	0.47311	0.15883	0.18997	0.00210	0.02072	0.08459
2.827	0.32947	-0.16233	0.02767	0.46497	0.16847	0.18109	0.00208	0.02083	0.08425
2.838	0.32615	-0.18112	0.01806	0.46411	0.16481	0.16745	0.00208	0.02079	0.08373
2.849	0.32373	-0.18851	0.01114	0.46448	0.16696	0.15565	0.00208	0.02081	0.08327
2.860	0.32232	-0.18800	0.02661	0.46261	0.17498	0.17736	0.00208	0.02089	0.08411
2.871	0.31986	-0.19853	0.04344	0.46189	0.16413	0.18482	0.00207	0.02078	0.08439
2.882	0.31818	-0.18810	0.04312	0.46247	0.16748	0.18622	0.00208	0.02082	0.08445
2.893	0.31722	-0.18654	0.02322	0.46450	0.16230	0.16691	0.00208	0.02076	0.08371
2.904	0.31371	-0.17609	0.03207	0.46346	0.17629	0.18208	0.00208	0.02091	0.08429
2.915	0.30927	-0.17605	0.04588	0.46710	0.16042	0.18825	0.00209	0.02074	0.08453
2.926	0.30410	-0.16422	0.06562	0.47049	0.17508	0.20371	0.00209	0.02090	0.08512
2.937	0.29952	-0.16851	0.05723	0.47403	0.18115	0.19125	0.00210	0.02096	0.08464
2.948	0.29320	-0.17031	0.04366	0.47829	0.16959	0.17981	0.00211	0.02084	0.08420
2.959	0.28298	-0.16296	0.03129	0.48059	0.17308	0.17550	0.00212	0.02087	0.08404
2.970	0.27168	-0.14791	0.02752	0.48354	0.17792	0.18134	0.00213	0.02093	0.08426
2.981	0.26318	-0.14344	0.02944	0.48499	0.18796	0.17944	0.00213	0.02103	0.08419
2.992	0.25754	-0.15077	0.03930	0.48753	0.16912	0.18768	0.00214	0.02083	0.08450
3.003	0.25144	-0.15943	0.05277	0.48550	0.16382	0.20962	0.00213	0.02078	0.08535
3.014	0.24265	-0.17450	0.05382	0.47899	0.15593	0.21522	0.00212	0.02069	0.08556
3.025	0.23140	-0.17479	0.04937	0.46965	0.15421	0.20659	0.00209	0.02068	0.08523
3.036	0.22035	-0.16411	0.04831	0.45670	0.17169	0.20665	0.00206	0.02086	0.08523
