time	signal1	signal2	signal3	subtr1	subtr2	subtr3
10.714	0.95326	-0.18048	0.02359	0.14493	0.23326	0.29404
10.725	0.9536	-0.16742	0.02873	0.14170000000000005	0.22747	0.29586999999999997
10.736	0.95643	-0.15086	0.03255	0.14432	0.24403999999999998	0.2963
10.747	0.96001	-0.14714	0.03459	0.1473	0.24855	0.30459
10.758	0.96181	-0.15387	0.02402	0.14870000000000005	0.23253000000000001	0.2939
10.769	0.96332	-0.16989	0.01548	0.14889999999999992	0.20918	0.28152
10.78	0.96472	-0.17131	0.0158	0.15046000000000004	0.21209000000000003	0.27914
10.791	0.96405	-0.15436	0.02434	0.1477799999999999	0.24603999999999998	0.28519000000000005
10.802	0.96301	-0.15038	0.02798	0.14085999999999999	0.26361999999999997	0.28901
10.813	0.96188	-0.15376	0.0211	0.134	0.26742	0.28114
10.824	0.96268	-0.15428	0.01966	0.13132	0.25129999999999997	0.28616
10.835	0.96462	-0.15414	0.01549	0.13312000000000002	0.23023	0.28335
10.846	0.96576	-0.1544	0.01229	0.13325999999999993	0.23146999999999998	0.26713000000000003
10.857	0.96895	-0.16511	0.01896	0.13183999999999996	0.22715	0.27244999999999997
10.868	0.97342	-0.16378	0.01858	0.13388	0.22208999999999998	0.28254999999999997
10.879	0.97355	-0.14455	0.0176	0.13305	0.22353	0.28771
10.89	0.97207	-0.13859	0.02961	0.12922	0.22820000000000001	0.30034000000000005
10.901	0.97493	-0.13682	0.0399	0.13134	0.2484	0.31218999999999997
10.912	0.97759	-0.13063	0.04195	0.13093999999999995	0.26870000000000005	0.31545
10.923	0.98226	-0.13332	0.04006	0.13360000000000005	0.26604	0.30674999999999997
10.934	0.98346	-0.1303	0.0335	0.13082000000000005	0.27457	0.30128999999999995
10.945	0.98341	-0.13944	0.0296	0.12405	0.26361	0.30116000000000004
10.956	0.98472	-0.14463	0.02174	0.12501000000000007	0.24450999999999998	0.28884
10.967	0.98567	-0.14428	0.0104	0.12519000000000002	0.23728000000000002	0.27963000000000005
10.978	0.98538	-0.14142	0.00564	0.12117	0.23981000000000002	0.27585
10.989	0.98714	-0.12922	0.00749	0.11706000000000005	0.25283	0.27138
11.0	0.98829	-0.11272	0.0072	0.11324000000000001	0.26792	0.26550999999999997
11.011	0.99074	-0.12394	0.00446	0.11269999999999991	0.25880000000000003	0.26112
11.022	0.99133	-0.11992	3e-05	0.11215000000000008	0.26988999999999996	0.26527999999999996
11.033	0.98961	-0.13794	0.00821	0.10989000000000004	0.25862	0.27649
11.044	0.9878	-0.16021	0.01113	0.10713000000000006	0.21651	0.26809
11.055	0.99267	-0.1544	0.01329	0.1087300000000001	0.21666	0.27493
11.066	0.99767	-0.15044	0.01642	0.11260999999999999	0.20973	0.27821999999999997
11.077	0.99809	-0.14154	0.02029	0.11459000000000008	0.22477999999999998	0.28574999999999995
11.088	0.99864	-0.13717	0.01457	0.11773999999999996	0.23903	0.27535
11.099	1.00059	-0.15336	0.00319	0.11702000000000012	0.22671000000000002	0.25
11.11	1.00358	-0.15179	0.01481	0.11659999999999993	0.23565	0.26822
11.121	1.00666	-0.15459	0.02644	0.11655000000000015	0.24875999999999998	0.29149
11.132	1.00869	-0.14924	0.02402	0.11771000000000009	0.25731000000000004	0.29861
11.143	1.00791	-0.1505	0.02042	0.11560000000000004	0.24774	0.29335
11.154	1.00924	-0.14197	0.01562	0.1147999999999999	0.25054999999999994	0.28135000000000004
11.165	1.01042	-0.1358	0.01057	0.11564000000000008	0.26803	0.26839
11.176	1.01506	-0.14367	0.00093	0.1162700000000001	0.26203	0.25872
11.187	1.01464	-0.16012	0.00455	0.11321999999999999	0.23762999999999998	0.26009
11.198	1.01399	-0.16532	0.00514	0.11395999999999995	0.24732	0.24901
11.209	1.01595	-0.16313	-0.00071	0.11612999999999996	0.27561	0.25513
11.22	1.01785	-0.15658	0.01298	0.11675999999999997	0.26454	0.28086
11.231	1.02169	-0.15073	0.02365	0.11712	0.25393	0.28941
11.242	1.02171	-0.14443	0.04007	0.11937999999999993	0.2651	0.30376
11.253	1.02516	-0.14087	0.03433	0.12380000000000002	0.25084	0.29596999999999996
11.264	1.02598	-0.14858	0.01855	0.1226799999999999	0.23592000000000002	0.27899
11.275	1.02953	-0.14459	0.01485	0.12289000000000005	0.24729	0.27099999999999996
11.286	1.02993	-0.14738	0.01554	0.12077000000000004	0.25411	0.27059
11.297	1.02852	-0.14508	0.02705	0.1164900000000001	0.25251	0.28012000000000004
11.308	1.03071	-0.12534	0.02618	0.11451	0.26456	0.2842
11.319	1.03576	-0.12437	0.01229	0.11592999999999998	0.25843	0.2731
11.33	1.03965	-0.14245	0.00132	0.11312999999999995	0.24617999999999998	0.25806999999999997
11.341	1.04364	-0.1712	0.01415	0.1083599999999999	0.22908000000000003	0.2814
11.352	1.04572	-0.16305	0.03269	0.09848999999999997	0.24384999999999998	0.30249
11.363	1.04706	-0.14734	0.01994	0.09053000000000011	0.25246999999999997	0.28587
11.374	1.04693	-0.13096	0.01393	0.08557999999999988	0.26539	0.27281
11.385	1.04459	-0.1282	0.00708	0.08006999999999986	0.2732	0.26746
11.396	1.03859	-0.13329	-0.00027	0.07164999999999988	0.261	0.26796000000000003
11.407	1.03802	-0.13856	-0.00443	0.0713299999999999	0.25653000000000004	0.26836
11.418	1.03836	-0.14594	0.00188	0.07380999999999993	0.25258	0.26635
11.429	1.03541	-0.16	0.00369	0.07939999999999992	0.22327	0.26291000000000003
11.44	1.03479	-0.15747	0.01487	0.08708000000000005	0.21234000000000003	0.27766
11.451	1.03311	-0.1455	0.0151	0.09321999999999997	0.2189	0.27996
11.462	1.03208	-0.13411	0.01069	0.09957000000000016	0.23148000000000002	0.27708
11.473	1.03201	-0.12615	0.0043	0.10470000000000013	0.24795999999999999	0.26496000000000003
11.484	1.03068	-0.12778	-0.00154	0.10649000000000008	0.25589	0.25429
11.495	1.03001	-0.13464	0.00047	0.11086000000000007	0.24989999999999998	0.25892000000000004
11.506	1.03218	-0.14259	0.00307	0.11958000000000013	0.25422	0.26903
11.517	1.03469	-0.14423	0.00375	0.12592000000000014	0.25627999999999995	0.27398
11.528	1.03586	-0.125	0.01264	0.12751	0.26683	0.28314
11.539	1.03661	-0.10914	0.01723	0.12846000000000002	0.27531	0.29090000000000005
11.55	1.03611	-0.12474	0.01205	0.12960000000000005	0.25522	0.28309
11.561	1.03394	-0.14001	0.01366	0.1295900000000001	0.24402	0.28153
11.572	1.03245	-0.14425	0.01549	0.1306600000000001	0.24011	0.28367
11.583	1.0353	-0.1468	0.01578	0.13433000000000006	0.24199	0.28124
11.594	1.03969	-0.13956	0.0063	0.13841000000000003	0.24261000000000002	0.27780000000000005
11.605	1.04287	-0.14008	0.00491	0.14264	0.23295999999999997	0.27878000000000003
11.616	1.04309	-0.13848	0.0051	0.14507000000000003	0.24553999999999998	0.27483
11.627	1.04177	-0.12785	0.00611	0.14382000000000006	0.26692000000000005	0.27866
11.638	1.04454	-0.11781	0.01067	0.14390000000000003	0.28428	0.27702
11.649	1.04911	-0.1238	-0.00697	0.14776999999999996	0.27773000000000003	0.25932000000000005
11.66	1.0511	-0.14116	-0.01257	0.15045999999999993	0.25225	0.26071
11.671	1.05122	-0.15435	-0.00575	0.14949	0.24757	0.26955
11.682	1.05157	-0.15134	0.00251	0.14866999999999986	0.26087000000000005	0.27740000000000004
11.693	1.05164	-0.15934	-0.00047	0.14815999999999996	0.24497	0.2739
11.704	1.04999	-0.15072	-0.00238	0.14515999999999996	0.25305	0.25718
11.715	1.04891	-0.15037	-0.00041	0.14114000000000004	0.25002	0.25999999999999995
11.726	1.05015	-0.15106	0.0028	0.14237999999999995	0.24776	0.27058000000000004
11.737	1.0515	-0.15422	0.01838	0.14119000000000015	0.24423000000000003	0.27734000000000003
11.748	1.05273	-0.14138	0.0206	0.14086999999999994	0.25307999999999997	0.28871
11.759	1.0554	-0.14586	0.01306	0.14512999999999987	0.24608000000000002	0.28717000000000004
11.77	1.05711	-0.13489	0.01098	0.14239999999999997	0.25584999999999997	0.28847
11.781	1.05929	-0.11551	0.02151	0.13984000000000008	0.28599	0.29608999999999996
11.792	1.0603	-0.11211	0.02345	0.13790999999999998	0.28968	0.30135
11.803	1.06125	-0.11363	0.01581	0.13717000000000001	0.27577	0.2969
11.814	1.0616	-0.11059	0.0068	0.13618000000000008	0.27774	0.28201
11.825	1.06464	-0.10866	-0.00621	0.13402999999999998	0.27952999999999995	0.25818
11.836	1.06717	-0.11869	-0.00866	0.13400999999999996	0.25700999999999996	0.25894
11.847	1.07059	-0.13415	-0.01533	0.13464999999999994	0.23972	0.26150999999999996
11.858	1.07194	-0.15154	-0.00908	0.13413999999999993	0.22803999999999996	0.27356
11.869	1.07424	-0.14931	-0.0003	0.1388100000000001	0.23758	0.26981
11.88	1.07579	-0.15203	0.00363	0.13955000000000006	0.23358	0.28266
11.891	1.07425	-0.15194	0.00874	0.13525999999999994	0.23698	0.28846000000000005
11.902	1.07314	-0.15867	0.00658	0.13042999999999993	0.218	0.28454999999999997
11.913	1.07761	-0.15194	0.00615	0.13295999999999997	0.21655	0.28346
11.924	1.08209	-0.15417	0.01366	0.13914000000000004	0.21684	0.2887
11.935	1.08232	-0.14399	0.00613	0.13893	0.22371999999999997	0.28722000000000003
11.946	1.08134	-0.14047	0.01654	0.13769999999999993	0.24049	0.28305
11.957	1.07886	-0.15104	0.01225	0.13208999999999993	0.24827	0.27565999999999996
11.968	1.08071	-0.16593	0.00948	0.12850000000000006	0.24397	0.27837999999999996
11.979	1.08293	-0.15943	0.01539	0.12580999999999998	0.25812	0.27873000000000003
11.99	1.08559	-0.13915	0.01757	0.12175000000000002	0.26892	0.28167
12.001	1.0869	-0.13739	0.01115	0.11493999999999993	0.24902999999999997	0.28308
12.012	1.09014	-0.14402	0.0055	0.11049000000000009	0.24033999999999997	0.28424
12.023	1.09273	-0.15818	0.00738	0.10861999999999994	0.22727000000000003	0.29031
12.034	1.0965	-0.16273	0.00868	0.10958000000000001	0.2276	0.28403
12.045	1.10002	-0.16043	0.00307	0.10785	0.22653000000000004	0.27865
12.056	1.10236	-0.14669	0.0054	0.10604000000000002	0.24077000000000004	0.27855
12.067	1.10193	-0.13772	0.00467	0.09935000000000005	0.24441000000000002	0.2813
12.078	1.10173	-0.14043	-0.00075	0.09640000000000004	0.23262	0.27023
12.089	1.10181	-0.13462	-0.0021	0.09484999999999988	0.23588	0.25564000000000003
12.1	1.10295	-0.13159	-0.01148	0.09542000000000006	0.23811999999999997	0.25064000000000003
12.111	1.10354	-0.14318	-0.01102	0.09607999999999994	0.23113999999999998	0.26035
12.122	1.10518	-0.13871	-0.01946	0.0972900000000001	0.23518	0.25455
12.133	1.10739	-0.13114	-0.0209	0.10264000000000006	0.24284999999999998	0.25628
12.144	1.11103	-0.13087	-0.0136	0.10931999999999986	0.2415	0.26593
12.155	1.11624	-0.12535	-0.0103	0.11688999999999994	0.2468	0.27099
12.166	1.11884	-0.13021	-0.013	0.12297000000000002	0.25903	0.26211
12.177	1.1205	-0.13492	-0.01022	0.12866	0.26912	0.25809
12.188	1.12277	-0.14312	-0.01217	0.13583	0.26122	0.25497
12.199	1.1248	-0.15356	-0.01658	0.14224000000000003	0.23979999999999999	0.24665999999999996
12.21	1.12583	-0.14656	-0.01391	0.1480300000000001	0.22288	0.24405000000000002
12.221	1.12764	-0.14577	-0.01933	0.15479999999999994	0.21341	0.24725999999999998
12.232	1.13025	-0.15722	-0.02434	0.15959999999999996	0.21370000000000003	0.25003
12.243	1.13057	-0.16659	-0.01645	0.16287000000000007	0.21523	0.24762000000000003
12.254	1.1301	-0.16502	-0.01068	0.16704000000000008	0.21139999999999998	0.24517000000000003
12.265	1.13089	-0.14444	-0.01656	0.17201	0.22344999999999998	0.24236
12.276	1.13248	-0.14196	-0.02011	0.18042999999999998	0.23822000000000002	0.23950000000000002
12.287	1.13535	-0.15768	-0.0159	0.18893000000000004	0.23731000000000002	0.24217999999999998
12.298	1.13905	-0.14579	-0.01345	0.19274999999999987	0.23767000000000002	0.25226
12.309	1.1407	-0.12999	-0.01312	0.19454000000000005	0.23610000000000003	0.25644999999999996
12.32	1.14155	-0.12767	-0.01926	0.19750000000000012	0.25462999999999997	0.25686
12.331	1.13872	-0.12428	-0.02018	0.19421999999999995	0.26347	0.25744
12.342	1.13879	-0.13018	-0.02438	0.19502999999999993	0.25394000000000005	0.24562
12.353	1.14002	-0.13112	-0.02514	0.19547000000000003	0.26368	0.24635
12.364	1.14493	-0.14892	-0.02286	0.19969000000000003	0.24029	0.24697000000000002
12.375	1.14843	-0.15545	-0.0255	0.20450000000000002	0.23403	0.22824000000000003
12.386	1.14772	-0.14591	-0.01275	0.20811000000000013	0.24032	0.24245999999999998
12.397	1.14831	-0.15208	-0.00211	0.21170999999999995	0.22744999999999999	0.26944
12.408	1.14905	-0.15413	0.00339	0.21314999999999995	0.22506000000000004	0.27746
12.419	1.15079	-0.16297	0.00601	0.21533999999999998	0.20869	0.28641
12.43	1.15802	-0.16388	-0.00196	0.22498000000000007	0.20443999999999998	0.27742
12.441	1.16314	-0.13995	-0.01259	0.22964000000000007	0.23415	0.26517
12.452	1.16407	-0.1354	-0.01135	0.23282999999999998	0.24576	0.25932999999999995
12.463	1.16439	-0.13867	-0.00919	0.23346	0.23476	0.26174000000000003
12.474	1.16604	-0.13327	-0.00521	0.23437999999999992	0.23834	0.26176
12.485	1.16963	-0.13487	-0.01127	0.24053999999999998	0.2394	0.26301
12.496	1.1686	-0.13666	-0.01036	0.23855000000000004	0.23384	0.26542000000000004
12.507	1.16893	-0.13537	-0.01235	0.24006000000000005	0.24742000000000003	0.2558
12.518	1.16989	-0.14732	0.00062	0.24089000000000005	0.25077	0.26537
12.529	1.1691	-0.15191	-7e-05	0.24086000000000007	0.23548000000000002	0.2621
12.54	1.17127	-0.16229	-0.00167	0.24131999999999998	0.21777000000000002	0.26584
12.551	1.17421	-0.15839	-0.0025	0.24617999999999995	0.23888	0.25905
12.562	1.17625	-0.14501	0.00609	0.24723000000000006	0.26483999999999996	0.26931
12.573	1.18291	-0.12919	0.00247	0.25237999999999994	0.27602000000000004	0.25956999999999997
12.584	1.18732	-0.13667	-0.00037	0.2541199999999999	0.25423	0.25222
12.595	1.19218	-0.14804	0.0058	0.25712999999999997	0.24669000000000002	0.26691
12.606	1.19782	-0.16413	0.00413	0.26133000000000006	0.23676999999999998	0.26879000000000003
12.617	1.20051	-0.15324	0.00444	0.2611	0.25751	0.26841
12.628	1.20478	-0.14167	-0.00132	0.2645099999999999	0.25809000000000004	0.26622
12.639	1.20694	-0.1291	0.00129	0.2646099999999999	0.24925999999999998	0.28482
12.65	1.21101	-0.11544	-0.00625	0.26568999999999987	0.26558000000000004	0.278
12.661	1.21895	-0.12696	-0.00696	0.2690199999999999	0.26025	0.26864
12.672	1.22535	-0.13459	-0.00771	0.2702399999999999	0.25637	0.26648
12.683	1.22914	-0.13331	-0.01585	0.26961999999999986	0.26581	0.24963
12.694	1.23178	-0.12954	-0.01022	0.26587000000000005	0.27162000000000003	0.24939
12.705	1.23458	-0.13398	-0.0103	0.27017	0.26553	0.24803
12.716	1.23696	-0.13802	-0.01176	0.27031000000000005	0.25798	0.24044
12.727	1.23928	-0.1364	-0.02121	0.26991	0.26380000000000003	0.23407
12.738	1.24023	-0.14586	-0.01337	0.2681199999999999	0.24762	0.24892000000000003
12.749	1.24403	-0.15275	-0.00518	0.27157999999999993	0.22501	0.25361
12.76	1.24746	-0.15707	-0.00553	0.27088	0.23313	0.25727
12.771	1.25204	-0.1432	-0.01538	0.26850000000000007	0.25875	0.24566
12.782	1.25342	-0.13359	-0.0196	0.26417999999999997	0.26028	0.24902000000000002
12.793	1.24975	-0.12958	-0.0158	0.2578099999999999	0.25595999999999997	0.24564
12.804	1.25231	-0.13336	-0.0081	0.25825	0.23978000000000002	0.24834
12.815	1.2565	-0.13778	-0.00663	0.26103	0.23934	0.26191
12.826	1.2594	-0.13058	-0.0124	0.2672000000000001	0.26446000000000003	0.26136
12.837	1.2615	-0.11715	-0.00985	0.2711500000000001	0.29403	0.26432
12.848	1.26049	-0.11507	-0.01337	0.27012000000000014	0.29414999999999997	0.26794
12.859	1.25677	-0.12245	-0.02287	0.26566999999999996	0.28443	0.25884
12.87	1.25657	-0.12998	-0.02774	0.2643	0.27217	0.24680000000000002
12.881	1.26049	-0.12219	-0.02877	0.2668600000000001	0.28141000000000005	0.24645000000000003
12.892	1.26453	-0.12811	-0.02996	0.2704	0.28244	0.25065000000000004
12.903	1.26688	-0.13685	-0.03127	0.27187000000000006	0.26878	0.25022
12.914	1.27077	-0.12938	-0.01903	0.27613	0.26617	0.26828
12.925	1.27708	-0.13035	-5e-05	0.28508	0.26003	0.29061
12.936	1.28069	-0.13663	-0.00132	0.2897200000000001	0.25509000000000004	0.28347
12.947	1.28252	-0.14108	-0.00739	0.2914700000000001	0.24045999999999998	0.27433
12.958	1.28507	-0.1375	-0.00449	0.29294	0.22682999999999998	0.27422
12.969	1.28868	-0.14036	-0.00733	0.29461000000000004	0.23062999999999997	0.26898
12.98	1.29288	-0.14635	-0.00947	0.29837	0.23832	0.26770000000000005
12.991	1.2945	-0.13772	-0.0109	0.29747999999999997	0.25357999999999997	0.25966
13.002	1.29548	-0.13419	-0.00078	0.29444000000000004	0.26822	0.26333
13.013	1.30004	-0.14575	4e-05	0.29734000000000016	0.252	0.27068
13.024	1.30608	-0.14367	-0.00808	0.30201999999999996	0.23643	0.27348
13.035	1.30867	-0.15764	-0.01122	0.30116999999999994	0.21824	0.27179
13.046	1.31253	-0.16503	-0.01891	0.3047899999999999	0.20567999999999997	0.25581000000000004
13.057	1.31714	-0.16776	-0.02775	0.31135	0.20656	0.25028
13.068	1.3219	-0.1411	-0.02724	0.31189	0.24708999999999998	0.25305
13.079	1.32753	-0.12925	-0.02589	0.3139500000000002	0.25658000000000003	0.24728000000000003
13.09	1.33407	-0.1189	-0.0142	0.31789	0.26885	0.24615000000000004
13.101	1.33857	-0.12156	-0.01431	0.31875999999999993	0.26956	0.2464
13.112	1.34269	-0.12664	-0.01425	0.3190599999999999	0.26598999999999995	0.24926
13.123	1.34789	-0.12746	-0.01699	0.3216399999999999	0.27154999999999996	0.25526
13.134	1.35196	-0.13924	-0.01621	0.31993000000000005	0.27335	0.25567
13.145	1.35549	-0.1517	-0.01106	0.3187300000000002	0.24614999999999998	0.26496
13.156	1.36342	-0.14152	-0.01454	0.32296000000000014	0.25637	0.25914
13.167	1.36742	-0.11285	-0.02358	0.3245	0.29202	0.24558000000000002
13.178	1.37108	-0.11088	-0.02628	0.3264800000000001	0.29037	0.23844
13.189	1.37916	-0.11802	-0.02348	0.33223999999999987	0.27309	0.23535
13.2	1.38626	-0.11495	-0.02134	0.3372200000000001	0.26043	0.24086
13.211	1.38874	-0.12889	-0.02083	0.33792	0.24503999999999998	0.24661
13.222	1.3961	-0.1454	-0.01693	0.34217999999999993	0.22840999999999997	0.24911
13.233	1.40001	-0.15961	-0.01489	0.3380000000000001	0.21673	0.25822999999999996
13.244	1.40499	-0.15518	-0.00193	0.33413000000000004	0.22012	0.28022
13.255	1.40676	-0.1562	-0.00553	0.32968	0.22429	0.27323000000000003
13.266	1.41135	-0.14877	-0.00077	0.32942000000000005	0.22742999999999997	0.26757000000000003
13.277	1.41944	-0.13481	0.00281	0.33489000000000013	0.25553000000000003	0.27402
13.288	1.42217	-0.13208	0.01073	0.33372	0.26454999999999995	0.28211
13.299	1.42176	-0.13962	-0.00518	0.33026	0.25847	0.2637
13.31	1.42583	-0.1314	-0.01358	0.3345799999999999	0.26486	0.2707
13.321	1.43109	-0.14101	-0.01152	0.33711	0.24887	0.26811
13.332	1.43508	-0.15044	-0.01078	0.33707	0.22464000000000003	0.26344
13.343	1.43876	-0.14711	-0.00713	0.33692999999999995	0.21992000000000003	0.26254
13.354	1.43905	-0.14136	-0.00173	0.3350899999999999	0.24915999999999996	0.27138999999999996
13.365	1.44351	-0.13148	-0.001	0.33701000000000003	0.26873	0.28335
13.376	1.44917	-0.13864	-0.01357	0.3372900000000001	0.25612999999999997	0.27447
13.387	1.45455	-0.17243	-0.02379	0.33965	0.21946000000000002	0.25821
13.398	1.46144	-0.17582	-0.0354	0.3429200000000001	0.21306	0.23209000000000002
13.409	1.46671	-0.17605	-0.03067	0.3448499999999999	0.21456	0.23362000000000002
13.42	1.47051	-0.15883	-0.02418	0.34274000000000004	0.23031	0.23895999999999998
13.431	1.47523	-0.14567	-0.0246	0.34325000000000006	0.23318000000000003	0.24046999999999996
13.442	1.4797	-0.1518	-0.03235	0.34098000000000006	0.22238000000000002	0.23432999999999998
13.453	1.48306	-0.14803	-0.02494	0.34088000000000007	0.23546	0.24781
13.464	1.48753	-0.1415	-0.00731	0.3395600000000001	0.23627	0.27267
13.475	1.49342	-0.15843	-0.00592	0.33934	0.20909000000000003	0.26212
13.486	1.50014	-0.15403	0.00441	0.3406100000000001	0.23378	0.25933
13.497	1.50688	-0.13485	0.0023	0.3411200000000001	0.25822999999999996	0.26237000000000005
13.508	1.51485	-0.13557	-0.01166	0.34590999999999994	0.25066	0.25257999999999997
13.519	1.51896	-0.13714	-0.02173	0.3474400000000002	0.25115	0.24554
13.53	1.52104	-0.13629	-0.021	0.34592999999999985	0.23945000000000002	0.24640000000000004
13.541	1.52222	-0.13151	-0.0102	0.3434999999999999	0.23968000000000003	0.26001
13.552	1.52341	-0.11849	-0.00737	0.3401099999999999	0.26259	0.26936
13.563	1.52737	-0.11145	-0.01018	0.34109999999999996	0.27368	0.26442
13.574	1.53305	-0.11502	-0.00655	0.34291000000000005	0.27348	0.27094
13.585	1.53737	-0.13294	-0.00842	0.34155999999999986	0.25431	0.27715
13.596	1.54071	-0.14259	-0.01411	0.34097	0.2364	0.26659
13.607	1.54414	-0.13637	-0.01577	0.3404800000000001	0.23248000000000002	0.26617
13.618	1.54566	-0.14186	-0.01684	0.33668999999999993	0.23368999999999998	0.27357
13.629	1.54837	-0.15349	-0.013	0.3346	0.23280000000000003	0.27157
13.64	1.55266	-0.15682	-0.01419	0.3343099999999999	0.23047000000000004	0.25478
13.651	1.5542	-0.16248	-0.0249	0.33349000000000006	0.22559	0.23832
13.662	1.55656	-0.15648	-0.02579	0.33477	0.23092999999999997	0.23828999999999997
13.673	1.56078	-0.13851	-0.01759	0.3335600000000001	0.24444000000000002	0.24175000000000002
13.684	1.56229	-0.14351	-0.0134	0.32962999999999987	0.23311	0.23962000000000003
13.695	1.56356	-0.16226	-0.01289	0.32897	0.20814000000000002	0.23342
13.706	1.56865	-0.17681	-0.01134	0.3336300000000001	0.18347	0.2452
13.717	1.57117	-0.16484	-0.00939	0.33448999999999995	0.20811000000000002	0.25001
13.728	1.57361	-0.14872	-0.00056	0.33219	0.22604	0.25033
13.739	1.57729	-0.14841	0.00513	0.33411000000000013	0.23069	0.25382
13.75	1.58211	-0.15747	0.00248	0.3355999999999999	0.21491	0.254
13.761	1.58323	-0.17442	-0.01017	0.3328	0.20382999999999998	0.25251
13.772	1.58383	-0.16373	-0.0145	0.3276000000000001	0.23691	0.24063
13.783	1.5822	-0.15023	-0.01364	0.32279000000000013	0.24417999999999998	0.23592999999999997
13.794	1.58039	-0.14749	-0.0203	0.3186499999999999	0.24895	0.23642000000000002
13.805	1.58221	-0.12485	-0.01147	0.31899999999999995	0.26848	0.24359
13.816	1.58358	-0.1147	-0.01517	0.3173299999999999	0.26761999999999997	0.24517000000000003
13.827	1.58368	-0.11307	-0.02146	0.31238999999999995	0.2709	0.23904
13.838	1.58688	-0.12363	-0.01918	0.31198000000000015	0.25922999999999996	0.23332
13.849	1.58864	-0.14637	-0.0182	0.30725	0.24675999999999998	0.23770000000000002
13.86	1.59116	-0.15408	-0.01762	0.3064	0.22331	0.24513
13.871	1.59381	-0.16106	-0.01746	0.3096399999999999	0.20797000000000002	0.24710000000000001
13.882	1.59562	-0.16402	-0.02261	0.3095700000000001	0.20029000000000002	0.24359
13.893	1.59865	-0.16303	-0.02296	0.30652999999999997	0.20473999999999998	0.23709
13.904	1.60051	-0.15654	-0.01198	0.3046200000000001	0.20799	0.23809000000000002
13.915	1.60115	-0.15235	-0.02096	0.30196	0.20964999999999998	0.23727
13.926	1.60434	-0.14547	-0.02207	0.3021800000000001	0.20533	0.26677
13.937	1.60557	-0.14086	-0.01781	0.29716999999999993	0.21142999999999998	0.2624
13.948	1.60586	-0.15238	-0.01585	0.29091	0.20192000000000002	0.25363
13.959	1.6079	-0.14503	-0.00965	0.29110000000000014	0.19843	0.24730000000000002
13.97	1.61312	-0.13635	0.00084	0.2975000000000001	0.20913	0.26306
13.981	1.61609	-0.14202	0.00263	0.2988200000000001	0.20601	0.26783
13.992	1.62243	-0.1193	-0.0032	0.29971000000000014	0.23667	0.26467
14.003	1.62548	-0.11337	-0.00847	0.2989900000000001	0.23959	0.26766
14.014	1.62993	-0.10856	-0.01478	0.30318	0.24419000000000002	0.25658
14.025	1.63415	-0.10637	-0.01708	0.30498000000000003	0.25338	0.25797000000000003
14.036	1.63595	-0.08454	-0.02262	0.30243	0.28736	0.24642
14.047	1.63967	-0.07652	-0.02101	0.30338	0.30484999999999995	0.25281
14.058	1.64405	-0.10032	-0.01355	0.30362	0.27381	0.26008
14.069	1.65178	-0.1109	-0.0228	0.3084100000000001	0.26516	0.23777000000000004
14.08	1.65939	-0.12103	-0.01395	0.31504999999999983	0.24544999999999997	0.24069
14.091	1.67126	-0.11762	-0.00322	0.32448999999999995	0.24417	0.2644
14.102	1.68364	-0.11899	-0.00711	0.33245000000000013	0.26176	0.25892
14.113	1.69841	-0.1319	-0.01178	0.3427199999999999	0.23312000000000002	0.25198
14.124	1.71499	-0.13518	-0.001	0.35668999999999995	0.22748	0.26145
14.135	1.73729	-0.12432	-0.01382	0.3765799999999999	0.23538000000000003	0.26698
14.146	1.75848	-0.1071	-0.02443	0.39615	0.24583000000000002	0.25594
14.157	1.77512	-0.08402	-0.01338	0.41093	0.26471	0.26334
14.168	1.78822	-0.07765	-0.00799	0.4198599999999999	0.27163	0.26572
14.179	1.80388	-0.07935	-0.00254	0.42957	0.26143000000000005	0.26787
14.19	1.81887	-0.09572	0.00257	0.4345399999999999	0.23925	0.26889
14.201	1.83648	-0.09284	0.00328	0.4430099999999999	0.25400999999999996	0.26273
14.212	1.85377	-0.0726	-0.00134	0.45238	0.27268	0.25783
14.223	1.8702	-0.06797	-0.00859	0.4588700000000001	0.27201	0.25495
14.234	1.88551	-0.07082	-0.0174	0.46069000000000004	0.27451000000000003	0.24491
14.245	1.90259	-0.06645	-0.03077	0.4618199999999999	0.28004	0.22739
14.256	1.92059	-0.06026	-0.03087	0.46136	0.27748	0.2188
14.267	1.93487	-0.06125	-0.02119	0.4551400000000001	0.28124000000000005	0.22657
14.278	1.94202	-0.06089	-0.01775	0.4421900000000001	0.27846	0.23073000000000002
14.289	1.94342	-0.06587	-0.01848	0.4257199999999999	0.26252000000000003	0.23543000000000003
14.3	1.94205	-0.08217	-0.01895	0.40908999999999995	0.2439	0.23984000000000003
14.311	1.93422	-0.08386	-0.0262	0.38998	0.24270000000000003	0.23901
14.322	1.92114	-0.08149	-0.0259	0.36850000000000005	0.25697	0.24899999999999997
14.333	1.90408	-0.08473	-0.02256	0.34414999999999996	0.27998999999999996	0.25194
14.344	1.88284	-0.08197	-0.0281	0.32137000000000016	0.29294000000000003	0.243
14.355	1.86257	-0.09024	-0.02517	0.30642000000000014	0.27953	0.24800999999999998
14.366	1.8438	-0.10178	-0.02726	0.2969200000000001	0.26909	0.24694
14.377	1.82328	-0.11412	-0.0219	0.28894	0.26234	0.24987
14.388	1.79983	-0.1319	-0.0144	0.27959	0.24468000000000004	0.25726
