time	signal1	signal2	signal3	subtr1	subtr2	subtr3
21.175	1.82099	-0.07916	-0.05142	0.73031	0.32761	0.26225
21.186	1.81647	-0.08449	-0.05163	0.72736	0.31682	0.26243
21.197	1.80787	-0.08995	-0.06022	0.7172000000000001	0.31204	0.26082
21.208	1.79124	-0.0812	-0.05921	0.70042	0.33116	0.27190000000000003
21.219	1.77104	-0.08344	-0.0537	0.68068	0.34176	0.2752
21.23	1.75185	-0.08975	-0.04804	0.66174	0.33655	0.27427999999999997
21.241	1.73494	-0.09325	-0.04932	0.64459	0.31985	0.27092000000000005
21.252	1.72038	-0.10482	-0.05157	0.62595	0.29788000000000003	0.27152
21.263	1.7069	-0.1183	-0.04742	0.6084200000000002	0.2829	0.2752
21.274	1.69816	-0.1292	-0.05104	0.60164	0.27073	0.26685000000000003
21.285	1.6909	-0.13206	-0.05634	0.5967100000000001	0.27115	0.2598
21.296	1.6783	-0.12779	-0.0583	0.5827399999999998	0.28132999999999997	0.25667
21.307	1.66544	-0.11985	-0.05756	0.56698	0.28585	0.25903
21.318	1.6562	-0.11365	-0.05536	0.5539999999999998	0.28219000000000005	0.26055999999999996
21.329	1.64929	-0.11799	-0.05522	0.54579	0.28139000000000003	0.26775
21.34	1.64286	-0.12541	-0.05756	0.5407500000000001	0.29503999999999997	0.27579
21.351	1.63735	-0.12243	-0.06023	0.5362500000000001	0.29597	0.26204
21.362	1.63597	-0.10646	-0.05209	0.5337699999999999	0.30951	0.27286
21.373	1.63561	-0.09521	-0.05376	0.5353300000000001	0.33041	0.26927999999999996
21.384	1.63679	-0.09574	-0.05681	0.53775	0.32419000000000003	0.26176
21.395	1.63652	-0.10807	-0.05814	0.5330900000000001	0.29371	0.25742
21.406	1.63714	-0.11832	-0.06371	0.52931	0.28271	0.24086000000000002
21.417	1.6431	-0.11196	-0.05744	0.5316099999999999	0.27641	0.25562
21.428	1.64768	-0.10527	-0.04919	0.53383	0.2793	0.27018
21.439	1.65386	-0.09826	-0.046	0.5390100000000002	0.30335	0.27712000000000003
21.45	1.66015	-0.09743	-0.05759	0.54636	0.31798	0.26343000000000005
21.461	1.67084	-0.09404	-0.05115	0.5562200000000002	0.30851	0.26764999999999994
21.472	1.68443	-0.09606	-0.05219	0.56949	0.30955	0.26668
21.483	1.6987	-0.08973	-0.05608	0.58325	0.32287	0.26122999999999996
21.494	1.71109	-0.10266	-0.06014	0.59503	0.30667	0.25949999999999995
21.505	1.72019	-0.10114	-0.05957	0.6015300000000001	0.30812	0.26505
21.516	1.72874	-0.08844	-0.05881	0.6070499999999999	0.33537	0.27124000000000004
21.527	1.73425	-0.09114	-0.05212	0.6111	0.32185	0.27555
21.538	1.73362	-0.08858	-0.05477	0.6090599999999999	0.30653	0.27843
21.549	1.72986	-0.0925	-0.06008	0.60452	0.30569999999999997	0.27148
21.56	1.72536	-0.0843	-0.05945	0.59755	0.33782	0.27468
21.571	1.71764	-0.08222	-0.05668	0.58752	0.3452	0.27943
21.582	1.71056	-0.09228	-0.06328	0.57538	0.33603000000000005	0.28017
21.593	1.70173	-0.08477	-0.05816	0.56524	0.32696	0.29272000000000004
21.604	1.69674	-0.09545	-0.06116	0.56196	0.33118000000000003	0.27156
21.615	1.69553	-0.09163	-0.06188	0.5608199999999999	0.33778	0.26452000000000003
21.626	1.69255	-0.10422	-0.06784	0.5529200000000001	0.33340000000000003	0.25717999999999996
21.637	1.69185	-0.10683	-0.07584	0.54834	0.31201	0.24978999999999996
21.648	1.68928	-0.10343	-0.07844	0.5459799999999999	0.2931	0.24828
21.659	1.68245	-0.11844	-0.07397	0.5378000000000001	0.28622000000000003	0.25179
21.67	1.68048	-0.11283	-0.07891	0.5334399999999999	0.28918	0.24621000000000004
21.681	1.68176	-0.11285	-0.07953	0.5339699999999998	0.28852	0.24010000000000004
21.692	1.68007	-0.11113	-0.07243	0.5307599999999999	0.28324	0.25344
21.703	1.67634	-0.11086	-0.06382	0.52675	0.30689	0.25997000000000003
21.714	1.67256	-0.10666	-0.06423	0.51746	0.32306999999999997	0.2676
21.725	1.67296	-0.10863	-0.0613	0.51478	0.32288	0.27759999999999996
21.736	1.67159	-0.11807	-0.053	0.5104199999999999	0.2941	0.29465
21.747	1.66923	-0.12927	-0.0484	0.50498	0.29003	0.28956
21.758	1.66966	-0.1306	-0.04959	0.49834999999999985	0.29199	0.28274
21.769	1.67191	-0.12647	-0.05608	0.4976400000000001	0.29627000000000003	0.27527999999999997
21.78	1.67287	-0.11938	-0.05389	0.4945900000000001	0.29271	0.27232
21.791	1.67363	-0.1164	-0.06014	0.49119999999999986	0.29975999999999997	0.25763
21.802	1.67363	-0.12842	-0.06528	0.48841	0.28298999999999996	0.25767
21.813	1.67423	-0.13044	-0.06779	0.4881900000000001	0.26175	0.25372
21.824	1.67481	-0.12273	-0.06536	0.48944999999999994	0.2835	0.25539
21.835	1.68194	-0.1292	-0.0572	0.49445000000000006	0.29208	0.26183
21.846	1.68617	-0.13477	-0.05745	0.49512999999999985	0.29296	0.2557
21.857	1.6884	-0.12626	-0.05209	0.4966599999999999	0.29037999999999997	0.26266999999999996
21.868	1.6907	-0.12979	-0.04939	0.4983900000000001	0.28014000000000006	0.2708
21.879	1.69353	-0.12999	-0.04676	0.50284	0.26854	0.28387999999999997
21.89	1.69476	-0.12969	-0.04795	0.5073100000000001	0.26976999999999995	0.29046
21.901	1.69469	-0.12142	-0.05237	0.5042	0.2904	0.29252
21.912	1.69454	-0.11714	-0.0689	0.50044	0.30137	0.27047
21.923	1.6971	-0.12337	-0.07625	0.50142	0.30555000000000004	0.25449
21.934	1.70077	-0.12347	-0.07319	0.5039899999999999	0.30174999999999996	0.25781
21.945	1.7009	-0.11072	-0.07223	0.5018900000000002	0.2989	0.26358
21.956	1.70033	-0.09467	-0.07278	0.49888	0.30552	0.27191
21.967	1.70199	-0.09158	-0.06525	0.49893999999999994	0.31533	0.28298999999999996
21.978	1.70339	-0.0896	-0.05174	0.4967299999999999	0.32282	0.28906
21.989	1.70477	-0.09592	-0.05491	0.4929699999999999	0.31536	0.27562
22.0	1.70737	-0.11778	-0.06849	0.49222999999999995	0.29097	0.26104
22.011	1.70989	-0.1236	-0.07562	0.49217999999999984	0.29051	0.26049
22.022	1.71313	-0.13278	-0.0755	0.49480000000000013	0.29586	0.26497
22.033	1.71404	-0.14589	-0.06153	0.4976499999999999	0.27327	0.27795000000000003
22.044	1.71031	-0.14441	-0.04589	0.49224	0.26586999999999994	0.28555
22.055	1.70646	-0.14947	-0.05072	0.48555000000000015	0.26394	0.27964
22.066	1.7031	-0.13629	-0.06404	0.48160000000000003	0.27536000000000005	0.26768000000000003
22.077	1.70279	-0.12602	-0.07123	0.4796	0.29318	0.25238
22.088	1.70313	-0.12509	-0.07586	0.47612999999999994	0.29962	0.24222
22.099	1.70383	-0.1207	-0.07323	0.47547000000000006	0.30161000000000004	0.24405
22.11	1.70694	-0.12697	-0.06994	0.47792999999999997	0.29262	0.25536
22.121	1.71023	-0.125	-0.07641	0.47761999999999993	0.29316	0.24888999999999997
22.132	1.71177	-0.11735	-0.08014	0.4783600000000001	0.30155	0.23676000000000003
22.143	1.71497	-0.11609	-0.07936	0.48087000000000013	0.29838	0.2534
22.154	1.71906	-0.11891	-0.06431	0.48496000000000006	0.30992	0.26964
22.165	1.72349	-0.12929	-0.05432	0.4896400000000001	0.30723999999999996	0.26711
22.176	1.72735	-0.1249	-0.06682	0.4932099999999999	0.31462999999999997	0.25215
22.187	1.73262	-0.11825	-0.06803	0.49746	0.31189	0.25814000000000004
22.198	1.73374	-0.13327	-0.07796	0.49806000000000017	0.2876	0.25251
22.209	1.73598	-0.14482	-0.07229	0.5003500000000001	0.27372	0.25268999999999997
22.22	1.73462	-0.1339	-0.07164	0.4988600000000001	0.28903	0.2553
22.231	1.73404	-0.11509	-0.07427	0.4978	0.30528	0.24855
22.242	1.73404	-0.13169	-0.07952	0.49661	0.28212000000000004	0.24347000000000002
22.253	1.73457	-0.12778	-0.07677	0.49536999999999987	0.27782	0.24874999999999997
22.264	1.73541	-0.12061	-0.06979	0.49295	0.27954	0.25716999999999995
22.275	1.73712	-0.1238	-0.06917	0.49563	0.27486	0.26633999999999997
22.286	1.73915	-0.12817	-0.06657	0.49795999999999996	0.26292	0.26813
22.297	1.73896	-0.13112	-0.07795	0.49716000000000005	0.26413	0.26724
22.308	1.73964	-0.11464	-0.07844	0.4979500000000001	0.28181	0.27187
22.319	1.74239	-0.0922	-0.07325	0.49877000000000016	0.29823	0.27214
22.33	1.74458	-0.09573	-0.06736	0.49862000000000006	0.29944000000000004	0.26851
22.341	1.75003	-0.10439	-0.07463	0.50389	0.3123	0.26210999999999995
22.352	1.75353	-0.12655	-0.06734	0.50987	0.29460000000000003	0.27810999999999997
22.363	1.75764	-0.13357	-0.06342	0.51719	0.29405000000000003	0.28017000000000003
22.374	1.75881	-0.12964	-0.06394	0.52014	0.28955	0.28135
22.385	1.76459	-0.12829	-0.05468	0.5226600000000001	0.27962	0.2963
22.396	1.77378	-0.1134	-0.04833	0.53077	0.29821	0.2997
22.407	1.78357	-0.11311	-0.0512	0.5412400000000002	0.31343	0.29152999999999996
22.418	1.7935	-0.11417	-0.05004	0.5502200000000002	0.30785	0.29345
22.429	1.80272	-0.09825	-0.05641	0.55844	0.3121	0.28060999999999997
22.44	1.81354	-0.09381	-0.05299	0.56959	0.3157	0.27136000000000005
22.451	1.82523	-0.09779	-0.05294	0.5829099999999998	0.31692000000000004	0.27642
22.462	1.83151	-0.11154	-0.05229	0.59097	0.29995000000000005	0.27705
22.473	1.8359	-0.10761	-0.05834	0.5967900000000002	0.30263	0.25914
22.484	1.8388	-0.10314	-0.0553	0.5988499999999999	0.30454	0.25594
22.495	1.83912	-0.10457	-0.0552	0.59921	0.29446	0.25773
22.506	1.83196	-0.11989	-0.06094	0.5908599999999999	0.2738	0.26384
22.517	1.82522	-0.13417	-0.06198	0.5837100000000002	0.25444	0.26035
22.528	1.82085	-0.12049	-0.06537	0.57925	0.27576	0.25529
22.539	1.81665	-0.11032	-0.07118	0.5736800000000002	0.28718	0.24978000000000003
22.55	1.81041	-0.10942	-0.06435	0.5670300000000001	0.28930999999999996	0.26123999999999997
22.561	1.80383	-0.11833	-0.05567	0.5588500000000001	0.28481	0.27749
22.572	1.80089	-0.1145	-0.0569	0.5549300000000001	0.30054000000000003	0.28907
22.583	1.79603	-0.12048	-0.06204	0.5528599999999999	0.29571000000000003	0.28595000000000004
22.594	1.79221	-0.11406	-0.06801	0.5491600000000001	0.31088	0.27426999999999996
22.605	1.79278	-0.10512	-0.06375	0.5493300000000001	0.30969	0.28108999999999995
22.616	1.79661	-0.0965	-0.06336	0.55254	0.30633	0.28962
22.627	1.80122	-0.11551	-0.06374	0.5556700000000001	0.29056	0.28763
22.638	1.81399	-0.12957	-0.0601	0.5618099999999999	0.27303	0.28550000000000003
22.649	1.83994	-0.11994	-0.05268	0.5805399999999998	0.28198	0.29185
22.66	1.87804	-0.10166	-0.04925	0.6160399999999999	0.3164	0.29824
22.671	1.93459	-0.08784	-0.05761	0.6719200000000001	0.34714	0.29413
22.682	2.01892	-0.07329	-0.06085	0.7569300000000001	0.36797	0.28364999999999996
22.693	2.13679	-0.04679	-0.05657	0.8751499999999999	0.38525	0.28809
22.704	2.29717	-0.01054	-0.05224	1.0324499999999999	0.41397	0.30084
